escola,sexo,idade,endereco,tamanho_familia,status_pais,escolaridade_mae,escolaridade_pai,trabalho_mae,trabalho_pai,motivo_escolha,responsavel,tempo_deslocamento,tempo_estudo,reprovacoes,apoio_escola,apoio_familia,aulas_particulares,atividades_extracurriculares,creche,ensino_superior,internet,relacionamento,relacao_familiar,tempo_livre,sair_amigos,alcool_dias_uteis,alcool_fim_semana,saude,faltas,nota_1,nota_2,nota_final
GP,F,18,U,MA3,J,3,2,outro,servicos_publicos,outro,mae,1,3,0,N,N,N,N,S,S,S,S,5,4,3,2,3,1,7,13,13,14
GP,M,18,R,MA3,J,4,3,professora,servicos_publicos,preferencia_curso,mae,1,3,0,N,N,N,N,S,S,S,S,5,3,2,1,2,4,9,16,15,16
GP,M,18,U,MA3,J,4,3,professora,outro,preferencia_curso,mae,1,3,0,N,S,S,N,S,S,S,S,5,4,5,2,3,5,0,10,10,9
GP,F,17,U,MA3,J,4,3,saude,outro,reputacao,mae,1,3,0,N,S,S,S,S,S,S,S,4,4,3,1,3,4,0,13,15,15
MS,M,18,R,MA3,J,3,2,outro,outro,preferencia_curso,mae,2,1,1,N,S,N,N,N,S,S,N,2,5,5,5,5,5,10,11,13,13
MS,M,19,R,MA3,J,1,1,outro,servicos_publicos,perto_casa,outro,3,2,3,N,N,N,N,S,S,S,N,5,4,4,3,3,2,8,8,7,8
MS,M,17,U,MA3,J,3,3,saude,outro,preferencia_curso,mae,2,2,0,N,S,S,N,S,S,S,N,4,5,4,2,3,3,2,13,13,13
MS,M,18,U,ME3,J,1,3,em_casa,servicos_publicos,preferencia_curso,mae,1,1,1,N,N,N,N,S,N,S,S,4,3,3,2,3,3,7,8,7,8
MS,M,19,R,MA3,J,1,1,outro,outro,perto_casa,outro,3,1,1,N,S,N,N,S,S,S,N,4,4,4,3,3,5,4,8,8,8
MS,M,17,R,MA3,J,4,3,servicos_publicos,outro,perto_casa,mae,2,2,0,N,S,S,S,N,S,S,S,4,5,5,1,3,2,4,13,11,11
MS,F,18,U,MA3,J,3,3,servicos_publicos,servicos_publicos,preferencia_curso,pai,1,2,0,N,S,N,N,S,S,N,S,5,3,4,1,1,5,0,10,9,9
MS,F,17,R,MA3,J,4,4,professora,servicos_publicos,outro,pai,2,2,0,N,S,S,S,S,S,S,N,4,3,3,1,2,5,4,12,13,13
MS,F,17,U,ME3,S,3,2,servicos_publicos,outro,reputacao,mae,2,2,0,N,N,N,N,S,S,N,S,1,2,3,1,2,5,2,12,12,11
MS,M,18,U,ME3,J,1,1,outro,servicos_publicos,perto_casa,pai,2,1,0,N,N,N,N,N,S,S,S,3,3,2,1,2,3,4,10,10,10
MS,F,18,U,ME3,J,1,1,em_casa,servicos_publicos,preferencia_curso,pai,2,3,0,N,N,N,N,S,S,S,N,5,3,2,1,1,4,0,18,16,16
MS,F,18,R,ME3,S,1,4,em_casa,outro,preferencia_curso,mae,3,2,0,N,N,N,N,S,S,N,S,4,3,4,1,4,5,0,13,13,13
MS,M,18,R,ME3,J,1,1,em_casa,outro,outro,mae,2,2,1,N,N,N,S,N,N,N,N,4,4,3,2,3,5,2,13,12,12
MS,F,18,U,MA3,J,3,3,servicos_publicos,servicos_publicos,outro,mae,2,2,0,N,S,N,N,S,S,S,S,4,3,2,1,3,3,0,11,11,10
MS,F,17,U,ME3,J,4,4,em_casa,em_casa,preferencia_curso,mae,1,2,0,N,S,S,S,S,S,S,S,2,3,4,1,1,1,0,16,15,15
MS,F,17,R,MA3,J,1,2,outro,servicos_publicos,preferencia_curso,pai,2,2,0,N,N,N,N,N,S,N,N,3,2,2,1,2,3,0,12,11,12
MS,M,18,R,MA3,J,1,3,em_casa,outro,preferencia_curso,mae,2,2,0,N,S,S,N,S,S,N,N,3,3,4,2,4,3,4,10,10,10
MS,M,18,U,ME3,J,4,4,professora,servicos_publicos,outro,mae,2,3,0,N,N,S,N,S,S,S,S,4,2,2,2,2,5,0,13,13,13
MS,F,17,R,MA3,J,1,1,outro,servicos_publicos,reputacao,mae,3,1,1,N,S,S,N,S,S,S,S,5,2,1,1,2,1,0,7,6,0
MS,F,18,U,MA3,J,2,3,em_casa,servicos_publicos,preferencia_curso,pai,2,1,0,N,S,S,N,S,S,S,S,5,2,3,1,2,4,0,11,10,10
MS,F,18,R,MA3,J,4,4,outro,professor,outro,pai,3,2,0,N,S,S,N,N,S,S,S,3,2,2,4,2,5,10,14,12,11
MS,F,19,U,ME3,J,3,2,servicos_publicos,servicos_publicos,perto_casa,outro,2,2,2,N,N,N,S,S,S,N,S,3,2,2,1,1,3,4,7,7,9
MS,M,18,R,ME3,J,1,2,em_casa,servicos_publicos,outro,pai,3,1,0,N,S,S,S,S,N,S,S,4,3,3,2,3,3,3,14,12,12
MS,F,17,U,MA3,J,2,2,outro,em_casa,perto_casa,mae,1,3,0,N,N,N,S,S,S,N,S,3,4,3,1,1,3,8,13,11,11
MS,F,17,R,MA3,J,1,2,outro,outro,preferencia_curso,mae,1,1,0,N,N,N,S,S,S,S,N,3,5,5,1,3,1,14,6,5,5
MS,F,18,R,ME3,J,4,4,outro,outro,reputacao,mae,2,3,0,N,N,N,N,S,S,S,N,5,4,4,1,1,1,0,19,18,19
MS,F,18,R,MA3,J,1,1,outro,outro,perto_casa,mae,4,3,0,N,N,N,N,S,S,S,N,4,3,2,1,2,4,2,8,8,10
MS,F,20,U,MA3,J,4,2,saude,outro,preferencia_curso,outro,2,3,2,N,S,S,N,N,S,S,S,5,4,3,1,1,3,4,15,14,15
MS,F,18,R,ME3,J,4,4,professora,servicos_publicos,preferencia_curso,mae,1,2,0,N,N,S,S,S,S,S,N,5,4,3,3,4,2,4,8,9,10
MS,F,18,U,MA3,J,3,3,outro,outro,perto_casa,mae,1,2,0,N,N,S,N,S,S,S,S,4,1,3,1,2,1,0,15,15,15
MS,F,17,R,MA3,J,3,1,em_casa,outro,reputacao,mae,1,2,0,N,S,S,S,N,S,S,N,4,5,4,2,3,1,17,10,10,10
MS,M,18,U,MA3,J,4,4,professora,professor,perto_casa,pai,1,2,0,N,N,S,S,N,S,S,N,3,2,4,1,4,2,4,15,14,14
MS,M,18,R,MA3,J,2,1,outro,outro,outro,mae,2,1,0,N,N,N,S,N,S,S,S,4,4,3,1,3,5,5,7,6,7
MS,M,17,U,MA3,J,2,3,outro,servicos_publicos,perto_casa,pai,2,2,0,N,N,N,S,S,S,S,N,4,4,3,1,1,3,2,11,11,10
MS,M,19,R,MA3,J,1,1,outro,servicos_publicos,outro,mae,2,1,1,N,N,N,N,S,S,N,N,4,3,2,1,3,5,0,6,5,0
MS,M,18,R,MA3,J,4,2,outro,outro,perto_casa,pai,2,1,1,N,N,S,N,S,S,N,N,5,4,3,4,3,3,14,6,5,5
MS,F,18,R,MA3,J,2,2,em_casa,outro,outro,mae,2,3,0,N,N,S,N,S,S,N,N,5,3,3,1,3,4,2,10,9,10
MS,F,18,R,MA3,J,4,4,professora,em_casa,reputacao,mae,3,1,0,N,S,S,S,S,S,S,S,4,4,3,2,2,5,7,6,5,6
MS,F,19,R,MA3,J,2,3,servicos_publicos,outro,preferencia_curso,mae,1,3,1,N,N,N,S,N,S,S,N,5,4,2,1,2,5,0,7,5,0
MS,F,18,U,ME3,J,3,1,professora,servicos_publicos,preferencia_curso,mae,1,2,0,N,S,S,N,S,S,S,N,4,3,4,1,1,1,0,7,9,8
MS,F,18,U,MA3,J,1,1,outro,outro,preferencia_curso,mae,2,2,1,N,N,N,S,S,S,N,N,1,1,1,1,1,5,0,6,5,0
MS,M,20,U,ME3,S,2,2,servicos_publicos,servicos_publicos,preferencia_curso,outro,1,2,2,N,S,S,N,S,S,N,N,5,5,4,4,5,4,11,9,9,9
MS,M,17,U,ME3,J,3,1,servicos_publicos,servicos_publicos,preferencia_curso,mae,2,1,0,N,N,N,N,N,S,S,N,2,4,5,3,4,2,3,14,16,16
MS,M,21,R,MA3,J,1,1,outro,outro,preferencia_curso,outro,1,1,3,N,N,N,N,N,S,N,N,5,5,3,3,3,3,3,10,8,7
MS,M,18,R,ME3,J,3,2,servicos_publicos,outro,preferencia_curso,mae,3,1,0,N,N,N,N,N,S,S,N,4,4,1,3,4,5,0,11,12,10
MS,M,19,U,ME3,J,1,1,outro,em_casa,preferencia_curso,pai,1,1,0,N,N,N,N,S,S,S,N,3,2,3,3,3,5,5,8,9,9
